Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2010.0,10,184,0.17,0.0,0.0,0.01,0.18
2005.0,8,288,0.02,0.13,0.0,0.03,0.18
2000.0,10,142,0.1,0.07,0.0,0.01,0.18
2001.0,1,277,0.1,0.07,0.0,0.01,0.18
2007.0,10,494,0.16,0.0,0.0,0.01,0.18
2016.0,10,138,0.03,0.13,0.0,0.01,0.18
2010.0,1,488,0.17,0.0,0.0,0.01,0.18
2004.0,10,53,0.13,0.05,0.0,0.0,0.18
2008.0,10,138,0.13,0.04,0.0,0.01,0.18
2005.0,4,488,0.13,0.05,0.0,0.0,0.18
2006.0,7,63,0.0,0.0,0.18,0.0,0.18
2008.0,10,275,0.0,0.0,0.18,0.0,0.18
2003.0,10,138,0.13,0.04,0.0,0.01,0.18
2005.0,3,347,0.13,0.04,0.0,0.01,0.18
2011.0,3,488,0.16,0.0,0.0,0.01,0.18
2010.0,0,488,0.12,0.03,0.0,0.02,0.18
2002.0,10,446,0.13,0.04,0.0,0.01,0.18
2007.0,3,525,0.15,0.02,0.0,0.01,0.18
2010.0,3,126,0.14,0.02,0.0,0.01,0.18
2007.0,10,530,0.09,0.07,0.0,0.02,0.18
2008.0,2,275,0.13,0.02,0.01,0.01,0.18
2010.0,3,526,0.07,0.02,0.07,0.02,0.17
2005.0,0,325,0.09,0.07,0.0,0.02,0.17
2010.0,3,126,0.11,0.04,0.0,0.02,0.17
2009.0,10,91,0.0,0.16,0.0,0.02,0.17
2005.0,10,456,0.09,0.07,0.0,0.02,0.17
2009.0,1,525,0.16,0.0,0.0,0.01,0.17
2001.0,8,324,0.09,0.07,0.0,0.02,0.17
2009.0,11,446,0.13,0.02,0.0,0.02,0.17
2013.0,3,275,0.0,0.08,0.08,0.01,0.17
2006.0,10,275,0.0,0.0,0.17,0.0,0.17
2011.0,0,549,0.09,0.05,0.0,0.03,0.17
2011.0,1,288,0.0,0.14,0.0,0.04,0.17
2009.0,1,525,0.07,0.09,0.0,0.02,0.17
2000.0,1,305,0.1,0.07,0.0,0.01,0.17
2011.0,6,85,0.04,0.1,0.0,0.04,0.17
2016.0,10,275,0.0,0.0,0.17,0.0,0.17
2002.0,10,446,0.09,0.07,0.0,0.02,0.17
2007.0,0,530,0.13,0.05,0.0,0.0,0.17
2014.0,0,231,0.07,0.02,0.06,0.03,0.17
2001.0,10,60,0.12,0.05,0.0,0.0,0.17
2009.0,0,402,0.11,0.04,0.0,0.02,0.17
2002.0,10,348,0.09,0.07,0.0,0.02,0.17
2002.0,4,488,0.13,0.03,0.0,0.0,0.17
2001.0,1,4,0.09,0.07,0.0,0.02,0.17
2006.0,4,525,0.13,0.03,0.0,0.0,0.17
2008.0,0,126,0.14,0.02,0.0,0.02,0.17
2015.0,1,502,0.1,0.04,0.0,0.03,0.17
2014.0,3,323,0.11,0.05,0.0,0.02,0.17
2010.0,10,53,0.16,0.0,0.0,0.01,0.17
1995.0,2,17,0.1,0.07,0.0,0.01,0.17
2007.0,1,275,0.09,0.02,0.06,0.01,0.17
2004.0,3,101,0.12,0.05,0.0,0.0,0.17
2005.0,8,150,0.0,0.0,0.17,0.0,0.17
2008.0,10,21,0.16,0.0,0.0,0.01,0.17
2006.0,10,494,0.13,0.03,0.0,0.0,0.17
2009.0,10,462,0.16,0.0,0.0,0.01,0.17
2009.0,7,465,0.0,0.0,0.17,0.0,0.17
2002.0,10,456,0.08,0.07,0.0,0.02,0.17
2011.0,0,112,0.07,0.07,0.01,0.03,0.17
2010.0,11,347,0.0,0.0,0.17,0.0,0.17
2006.0,0,325,0.13,0.03,0.0,0.0,0.17
2003.0,10,323,0.13,0.04,0.0,0.01,0.17
1998.0,2,437,0.0,0.0,0.16,0.01,0.17
2011.0,7,465,0.08,0.08,0.0,0.02,0.17
2011.0,10,21,0.16,0.0,0.0,0.01,0.17
1996.0,0,24,0.1,0.07,0.0,0.01,0.17
2007.0,10,6,0.16,0.0,0.0,0.01,0.17
2008.0,9,122,0.16,0.0,0.0,0.01,0.17
2007.0,0,347,0.0,0.0,0.17,0.0,0.17
2004.0,10,456,0.08,0.07,0.0,0.02,0.17
2008.0,2,138,0.13,0.03,0.0,0.02,0.17
2009.0,5,392,0.16,0.0,0.0,0.01,0.17
2008.0,10,138,0.16,0.0,0.0,0.01,0.17
2015.0,0,446,0.0,0.0,0.17,0.0,0.17
2003.0,4,545,0.13,0.03,0.0,0.0,0.17
2012.0,7,171,0.07,0.08,0.0,0.02,0.17
2008.0,10,494,0.15,0.01,0.0,0.01,0.17
2006.0,0,21,0.16,0.01,0.0,0.01,0.17
2005.0,0,21,0.13,0.03,0.0,0.0,0.17
2003.0,8,545,0.13,0.04,0.0,0.01,0.17
2011.0,4,456,0.08,0.06,0.0,0.03,0.17
2012.0,0,347,0.0,0.0,0.17,0.0,0.17
2009.0,0,21,0.08,0.07,0.0,0.02,0.17
2001.0,10,275,0.12,0.05,0.0,0.0,0.17
2001.0,8,542,0.08,0.07,0.0,0.02,0.17
2003.0,3,323,0.13,0.04,0.0,0.01,0.17
2009.0,0,549,0.08,0.07,0.0,0.02,0.17
2005.0,2,138,0.13,0.03,0.0,0.0,0.17
2006.0,5,359,0.13,0.03,0.0,0.01,0.17
2001.0,4,456,0.1,0.07,0.0,0.01,0.17
1999.0,10,275,0.0,0.0,0.17,0.0,0.17
1998.0,2,437,0.0,0.0,0.17,0.0,0.17
2010.0,0,347,0.0,0.0,0.17,0.0,0.17
2008.0,1,443,0.16,0.0,0.0,0.01,0.17
2014.0,0,347,0.06,0.04,0.04,0.03,0.17
1999.0,11,347,0.0,0.0,0.16,0.01,0.17
1999.0,1,87,0.0,0.0,0.16,0.01,0.17
2007.0,8,461,0.15,0.01,0.0,0.01,0.17
2004.0,8,325,0.13,0.04,0.0,0.01,0.17
2003.0,8,545,0.13,0.04,0.0,0.01,0.17
2010.0,4,109,0.05,0.08,0.0,0.04,0.17
2005.0,6,400,0.08,0.07,0.0,0.02,0.17
2003.0,11,255,0.08,0.07,0.0,0.02,0.17
2005.0,3,488,0.12,0.05,0.0,0.0,0.17
2009.0,0,494,0.16,0.0,0.0,0.01,0.17
2008.0,10,53,0.08,0.07,0.0,0.02,0.17
2000.0,0,4,0.08,0.07,0.0,0.02,0.17
2016.0,7,120,0.03,0.0,0.14,0.0,0.17
2009.0,11,323,0.01,0.12,0.0,0.03,0.17
2006.0,0,488,0.12,0.04,0.0,0.01,0.17
2009.0,10,53,0.08,0.07,0.0,0.02,0.17
1997.0,0,85,0.0,0.0,0.16,0.01,0.17
2010.0,0,549,0.1,0.04,0.0,0.02,0.17
2006.0,10,494,0.15,0.01,0.0,0.01,0.17
2010.0,0,323,0.06,0.07,0.04,0.01,0.17
1996.0,2,456,0.0,0.0,0.16,0.01,0.17
2003.0,0,325,0.08,0.07,0.0,0.02,0.17
2003.0,7,465,0.0,0.0,0.17,0.0,0.17
2007.0,7,347,0.0,0.0,0.17,0.0,0.17
2010.0,3,523,0.16,0.0,0.0,0.01,0.17
2000.0,11,347,0.0,0.0,0.17,0.0,0.17
2003.0,4,549,0.13,0.03,0.0,0.0,0.17
2005.0,4,488,0.12,0.05,0.0,0.0,0.17
2009.0,0,347,0.0,0.0,0.17,0.0,0.17
2008.0,10,21,0.16,0.0,0.0,0.01,0.17
2010.0,10,109,0.16,0.0,0.0,0.01,0.17
2007.0,0,456,0.07,0.07,0.0,0.03,0.17
2007.0,10,530,0.16,0.0,0.0,0.01,0.17
2003.0,0,246,0.13,0.04,0.0,0.01,0.17
2008.0,7,91,0.03,0.12,0.0,0.01,0.17
2006.0,10,138,0.13,0.02,0.0,0.02,0.17
2013.0,0,275,0.0,0.03,0.14,0.0,0.17
1999.0,6,191,0.0,0.0,0.17,0.0,0.17
1998.0,2,27,0.05,0.04,0.07,0.01,0.17
2007.0,0,21,0.16,0.0,0.0,0.01,0.17
2009.0,10,53,0.16,0.0,0.0,0.01,0.17
2008.0,5,120,0.04,0.12,0.0,0.02,0.17
2004.0,0,137,0.13,0.04,0.0,0.01,0.17
2009.0,3,456,0.0,0.15,0.0,0.02,0.17
2008.0,10,456,0.16,0.0,0.0,0.01,0.17
2012.0,0,21,0.13,0.03,0.0,0.01,0.17
2005.0,0,138,0.12,0.05,0.0,0.0,0.17
2014.0,0,21,0.09,0.07,0.0,0.02,0.17
1999.0,4,53,0.09,0.06,0.0,0.01,0.17
2004.0,3,138,0.12,0.05,0.0,0.0,0.17
2008.0,5,338,0.16,0.0,0.0,0.01,0.17
2008.0,3,182,0.16,0.0,0.0,0.01,0.17
2009.0,0,402,0.14,0.02,0.0,0.01,0.17
2007.0,0,529,0.08,0.07,0.0,0.02,0.17
2010.0,6,85,0.07,0.09,0.0,0.02,0.17
2004.0,3,275,0.0,0.0,0.17,0.0,0.17
1999.0,6,325,0.14,0.03,0.0,0.0,0.17
1999.0,1,224,0.05,0.01,0.11,0.0,0.17
2000.0,8,17,0.12,0.05,0.0,0.0,0.17
2003.0,0,138,0.13,0.04,0.0,0.01,0.17
2004.0,3,138,0.12,0.05,0.0,0.0,0.17
2008.0,9,296,0.14,0.01,0.0,0.01,0.17
2004.0,3,359,0.12,0.05,0.0,0.0,0.17
2012.0,7,362,0.06,0.03,0.06,0.02,0.17
2009.0,10,462,0.08,0.06,0.0,0.02,0.17
2010.0,0,347,0.0,0.0,0.17,0.0,0.17
2008.0,3,126,0.08,0.06,0.0,0.02,0.17
2007.0,1,263,0.0,0.0,0.17,0.0,0.17
2004.0,0,126,0.12,0.04,0.0,0.0,0.17
2005.0,11,494,0.02,0.12,0.0,0.03,0.17
2013.0,10,275,0.0,0.0,0.17,0.0,0.17
1995.0,7,386,0.02,0.02,0.12,0.01,0.17
2010.0,3,525,0.16,0.0,0.0,0.01,0.17
2015.0,10,138,0.1,0.04,0.0,0.03,0.17
2010.0,1,525,0.11,0.04,0.0,0.01,0.17
2010.0,3,501,0.16,0.0,0.0,0.01,0.17
2006.0,7,347,0.0,0.0,0.17,0.0,0.17
2004.0,1,85,0.0,0.0,0.16,0.0,0.17
2008.0,0,488,0.16,0.0,0.0,0.01,0.17
2001.0,10,500,0.05,0.04,0.06,0.01,0.17
2000.0,0,275,0.09,0.06,0.0,0.01,0.17
2009.0,5,275,0.1,0.06,0.0,0.02,0.17
2007.0,3,323,0.14,0.01,0.0,0.01,0.17
2004.0,0,138,0.08,0.06,0.0,0.02,0.17
2009.0,0,21,0.12,0.03,0.0,0.01,0.17
2012.0,0,184,0.16,0.0,0.0,0.01,0.17
2007.0,0,72,0.08,0.06,0.0,0.02,0.17
2004.0,3,138,0.12,0.04,0.0,0.0,0.17
2013.0,9,126,0.08,0.07,0.0,0.02,0.17
2007.0,3,430,0.11,0.02,0.03,0.01,0.17
1996.0,8,224,0.0,0.0,0.17,0.0,0.17
2004.0,8,53,0.08,0.06,0.0,0.02,0.17
2000.0,0,4,0.09,0.06,0.0,0.01,0.17
2005.0,0,85,0.04,0.03,0.09,0.01,0.17
1996.0,0,203,0.09,0.06,0.0,0.01,0.17
2007.0,2,525,0.0,0.0,0.17,0.0,0.17
2015.0,6,328,0.0,0.12,0.03,0.02,0.17
2005.0,10,138,0.13,0.03,0.0,0.0,0.17
2007.0,6,21,0.15,0.0,0.0,0.01,0.17
2009.0,0,126,0.11,0.05,0.0,0.01,0.17
2003.0,8,138,0.12,0.04,0.0,0.0,0.17
2007.0,2,347,0.0,0.0,0.17,0.0,0.17
2002.0,4,486,0.13,0.03,0.0,0.0,0.17
1998.0,7,466,0.0,0.0,0.16,0.01,0.17
2004.0,10,456,0.08,0.06,0.0,0.02,0.17
2002.0,8,241,0.13,0.04,0.0,0.01,0.17
2001.0,6,214,0.09,0.06,0.0,0.01,0.17
1996.0,10,203,0.09,0.06,0.0,0.01,0.17
2011.0,3,525,0.13,0.03,0.0,0.01,0.17
2003.0,0,494,0.13,0.04,0.0,0.01,0.17
2015.0,7,347,0.0,0.0,0.17,0.0,0.17
1995.0,6,104,0.09,0.06,0.0,0.01,0.17
2010.0,0,21,0.15,0.01,0.0,0.01,0.17
2002.0,10,138,0.07,0.06,0.02,0.02,0.17
2008.0,3,488,0.08,0.06,0.0,0.02,0.17
2006.0,2,359,0.02,0.02,0.12,0.0,0.17
1998.0,1,225,0.02,0.01,0.12,0.01,0.17
2000.0,0,525,0.09,0.06,0.0,0.01,0.17
2007.0,10,525,0.15,0.0,0.0,0.01,0.17
2016.0,10,275,0.0,0.0,0.17,0.0,0.17
2003.0,4,85,0.13,0.03,0.0,0.0,0.17
2009.0,3,330,0.0,0.16,0.0,0.01,0.17
2005.0,6,456,0.14,0.01,0.0,0.02,0.17
2006.0,4,359,0.0,0.0,0.17,0.0,0.17
2008.0,7,55,0.0,0.0,0.17,0.0,0.17
2010.0,9,6,0.08,0.07,0.0,0.02,0.17
1996.0,3,275,0.0,0.0,0.16,0.01,0.17
2000.0,6,17,0.08,0.06,0.0,0.02,0.17
2016.0,7,446,0.06,0.04,0.05,0.02,0.17
2008.0,0,275,0.13,0.02,0.0,0.02,0.17
2003.0,2,137,0.13,0.04,0.0,0.01,0.17
2004.0,5,232,0.1,0.01,0.05,0.01,0.17
2002.0,0,325,0.13,0.04,0.0,0.01,0.17
2015.0,0,500,0.05,0.07,0.02,0.02,0.17
2003.0,7,224,0.0,0.0,0.17,0.0,0.17
2002.0,7,21,0.1,0.02,0.04,0.0,0.17
2011.0,6,525,0.0,0.13,0.0,0.04,0.17
2009.0,10,160,0.13,0.03,0.0,0.01,0.17
2002.0,6,488,0.12,0.04,0.0,0.0,0.17
2002.0,8,60,0.12,0.04,0.0,0.0,0.17
1996.0,11,500,0.0,0.0,0.17,0.0,0.17
2010.0,3,6,0.16,0.0,0.0,0.01,0.17
2007.0,1,494,0.15,0.01,0.0,0.01,0.17
1993.0,10,224,0.0,0.0,0.17,0.0,0.17
2009.0,3,183,0.04,0.11,0.0,0.02,0.17
1996.0,2,359,0.0,0.0,0.17,0.0,0.17
2014.0,7,465,0.0,0.0,0.17,0.0,0.17
2015.0,8,6,0.08,0.07,0.0,0.01,0.17
2006.0,8,137,0.12,0.04,0.0,0.01,0.17
2014.0,0,361,0.0,0.0,0.17,0.0,0.17
2015.0,10,120,0.15,0.0,0.0,0.02,0.17
2008.0,0,21,0.15,0.01,0.0,0.01,0.17
2008.0,8,288,0.11,0.04,0.0,0.02,0.17
2004.0,3,446,0.08,0.06,0.0,0.02,0.17
2003.0,3,325,0.13,0.03,0.0,0.0,0.17
2004.0,1,545,0.12,0.04,0.0,0.01,0.17
2005.0,3,111,0.12,0.04,0.0,0.0,0.17
2008.0,4,347,0.11,0.02,0.03,0.01,0.17
2007.0,0,347,0.13,0.02,0.0,0.02,0.17
2008.0,10,456,0.08,0.06,0.0,0.02,0.17
2005.0,0,545,0.14,0.01,0.0,0.01,0.17
1997.0,0,85,0.0,0.0,0.17,0.0,0.17
2014.0,7,343,0.08,0.07,0.0,0.02,0.17
2016.0,7,347,0.0,0.0,0.17,0.0,0.17
2010.0,9,21,0.12,0.04,0.0,0.01,0.17
2007.0,3,227,0.0,0.0,0.17,0.0,0.17
2014.0,10,275,0.0,0.0,0.17,0.0,0.17
2015.0,0,301,0.07,0.0,0.08,0.02,0.17
1997.0,10,359,0.0,0.0,0.17,0.0,0.17
2002.0,1,359,0.01,0.0,0.15,0.0,0.17
2012.0,9,138,0.0,0.13,0.0,0.03,0.17
2012.0,0,446,0.11,0.02,0.02,0.01,0.17
2004.0,6,142,0.12,0.04,0.0,0.01,0.17
2015.0,7,347,0.04,0.04,0.08,0.01,0.17
2008.0,10,138,0.15,0.0,0.0,0.01,0.17
2010.0,0,21,0.14,0.01,0.0,0.02,0.17
1983.0,0,391,0.15,0.01,0.0,0.0,0.17
1982.0,0,56,0.15,0.01,0.0,0.0,0.17
1981.0,0,305,0.15,0.01,0.0,0.0,0.17
1995.0,8,275,0.0,0.0,0.16,0.0,0.17
2007.0,11,288,0.13,0.02,0.0,0.01,0.16
2012.0,7,98,0.05,0.03,0.06,0.02,0.16
2002.0,4,53,0.08,0.06,0.0,0.02,0.16
2015.0,0,347,0.0,0.0,0.16,0.0,0.16
2010.0,11,494,0.13,0.02,0.0,0.01,0.16
2016.0,0,456,0.13,0.0,0.0,0.03,0.16
2013.0,7,446,0.0,0.0,0.16,0.0,0.16
2001.0,6,53,0.08,0.06,0.0,0.02,0.16
2002.0,7,456,0.0,0.0,0.16,0.0,0.16
2001.0,6,288,0.08,0.06,0.0,0.02,0.16
2008.0,5,409,0.16,0.0,0.0,0.0,0.16
2002.0,6,488,0.12,0.04,0.0,0.0,0.16
2014.0,7,500,0.05,0.04,0.06,0.02,0.16
2009.0,0,21,0.15,0.0,0.0,0.01,0.16
2009.0,1,91,0.14,0.01,0.0,0.01,0.16
2000.0,8,164,0.09,0.06,0.0,0.01,0.16
2004.0,10,456,0.08,0.06,0.0,0.02,0.16
2006.0,7,494,0.13,0.02,0.0,0.02,0.16
2008.0,0,21,0.12,0.02,0.0,0.02,0.16
2011.0,6,91,0.07,0.08,0.0,0.02,0.16
2011.0,3,488,0.12,0.03,0.0,0.01,0.16
2010.0,8,351,0.08,0.06,0.0,0.02,0.16
2010.0,0,138,0.11,0.03,0.0,0.02,0.16
2010.0,7,465,0.12,0.0,0.03,0.01,0.16
2011.0,0,232,0.07,0.05,0.03,0.01,0.16
2003.0,10,446,0.08,0.06,0.0,0.02,0.16
2011.0,0,446,0.11,0.04,0.0,0.01,0.16
2000.0,6,138,0.06,0.05,0.03,0.02,0.16
2006.0,2,296,0.13,0.0,0.02,0.01,0.16
2009.0,2,275,0.0,0.0,0.16,0.0,0.16
2010.0,0,347,0.08,0.06,0.0,0.02,0.16
2010.0,0,401,0.0,0.14,0.0,0.02,0.16
2002.0,8,486,0.13,0.03,0.0,0.0,0.16
2005.0,10,359,0.11,0.0,0.04,0.01,0.16
2002.0,4,241,0.08,0.06,0.0,0.02,0.16
2000.0,3,224,0.0,0.0,0.15,0.01,0.16
2006.0,9,488,0.12,0.04,0.0,0.0,0.16
2003.0,1,53,0.08,0.06,0.0,0.02,0.16
2013.0,0,500,0.02,0.03,0.11,0.01,0.16
2006.0,0,347,0.12,0.04,0.0,0.0,0.16
2007.0,6,21,0.15,0.0,0.0,0.01,0.16
2009.0,0,541,0.14,0.01,0.0,0.01,0.16
2011.0,11,138,0.06,0.1,0.0,0.0,0.16
2012.0,0,21,0.11,0.04,0.0,0.01,0.16
2010.0,0,530,0.11,0.04,0.0,0.01,0.16
2003.0,9,441,0.08,0.06,0.0,0.02,0.16
2011.0,1,275,0.07,0.05,0.03,0.01,0.16
2006.0,0,126,0.15,0.0,0.0,0.01,0.16
2007.0,2,53,0.15,0.0,0.0,0.01,0.16
2006.0,1,446,0.0,0.0,0.16,0.0,0.16
2003.0,0,525,0.12,0.04,0.0,0.0,0.16
2010.0,7,156,0.0,0.0,0.16,0.0,0.16
2011.0,0,526,0.09,0.03,0.03,0.01,0.16
1995.0,7,456,0.09,0.06,0.0,0.01,0.16
2009.0,3,126,0.13,0.01,0.0,0.02,0.16
2005.0,10,112,0.12,0.04,0.0,0.0,0.16
2000.0,10,347,0.0,0.0,0.15,0.01,0.16
2004.0,3,325,0.13,0.03,0.0,0.0,0.16
2003.0,6,488,0.13,0.03,0.0,0.0,0.16
2007.0,11,446,0.0,0.0,0.16,0.0,0.16
1998.0,10,538,0.0,0.0,0.15,0.01,0.16
1998.0,6,203,0.09,0.06,0.0,0.01,0.16
2003.0,11,53,0.12,0.03,0.0,0.01,0.16
2009.0,9,525,0.12,0.02,0.0,0.02,0.16
2007.0,3,21,0.08,0.06,0.0,0.02,0.16
2012.0,10,494,0.15,0.0,0.0,0.01,0.16
2014.0,10,275,0.05,0.1,0.0,0.01,0.16
2015.0,0,500,0.07,0.04,0.03,0.02,0.16
1992.0,1,87,0.0,0.0,0.16,0.0,0.16
2011.0,7,347,0.0,0.0,0.16,0.0,0.16
2005.0,6,545,0.12,0.03,0.0,0.0,0.16
2011.0,3,6,0.11,0.03,0.0,0.01,0.16
2009.0,10,53,0.15,0.0,0.0,0.01,0.16
2010.0,9,296,0.13,0.02,0.0,0.01,0.16
2014.0,6,120,0.15,0.0,0.0,0.01,0.16
2005.0,8,138,0.12,0.03,0.0,0.01,0.16
2005.0,3,325,0.08,0.06,0.0,0.02,0.16
2002.0,4,325,0.08,0.06,0.0,0.02,0.16
2007.0,0,525,0.14,0.01,0.0,0.01,0.16
2009.0,5,109,0.15,0.0,0.0,0.01,0.16
2005.0,3,359,0.0,0.0,0.16,0.0,0.16
2005.0,1,21,0.08,0.06,0.0,0.02,0.16
2003.0,0,525,0.08,0.06,0.0,0.02,0.16
2012.0,0,21,0.12,0.02,0.0,0.02,0.16
2007.0,4,275,0.14,0.0,0.01,0.01,0.16
2002.0,1,17,0.08,0.06,0.0,0.02,0.16
2011.0,11,275,0.0,0.0,0.16,0.0,0.16
2008.0,8,23,0.15,0.0,0.0,0.01,0.16
2003.0,0,500,0.12,0.03,0.0,0.01,0.16
2003.0,10,21,0.08,0.06,0.0,0.02,0.16
2005.0,0,488,0.12,0.03,0.0,0.0,0.16
1997.0,10,275,0.0,0.0,0.16,0.0,0.16
2007.0,1,241,0.09,0.06,0.0,0.01,0.16
2007.0,10,494,0.15,0.0,0.0,0.01,0.16
2006.0,4,109,0.12,0.03,0.0,0.0,0.16
2006.0,0,545,0.13,0.02,0.0,0.01,0.16
2006.0,11,545,0.15,0.0,0.0,0.01,0.16
2005.0,7,63,0.0,0.0,0.16,0.0,0.16
2006.0,10,275,0.0,0.0,0.16,0.0,0.16
2002.0,8,275,0.08,0.06,0.0,0.02,0.16
2006.0,3,21,0.15,0.0,0.0,0.01,0.16
2002.0,6,241,0.12,0.04,0.0,0.0,0.16
2008.0,2,347,0.08,0.06,0.0,0.02,0.16
1995.0,10,275,0.0,0.0,0.16,0.0,0.16
2008.0,2,325,0.14,0.01,0.0,0.01,0.16
2003.0,3,400,0.08,0.06,0.0,0.02,0.16
2006.0,11,460,0.14,0.0,0.0,0.01,0.16
2005.0,0,545,0.12,0.03,0.0,0.0,0.16
2009.0,10,21,0.15,0.0,0.0,0.01,0.16
2009.0,2,232,0.11,0.01,0.03,0.01,0.16
2010.0,1,52,0.0,0.14,0.0,0.02,0.16
2014.0,0,465,0.08,0.07,0.0,0.01,0.16
2008.0,10,525,0.15,0.0,0.0,0.01,0.16
2009.0,11,296,0.15,0.0,0.0,0.01,0.16
1991.0,9,238,0.0,0.0,0.16,0.0,0.16
2011.0,10,494,0.15,0.0,0.0,0.01,0.16
2011.0,0,85,0.0,0.0,0.16,0.0,0.16
2011.0,10,494,0.09,0.05,0.0,0.02,0.16
2001.0,0,488,0.11,0.04,0.0,0.0,0.16
1997.0,10,38,0.0,0.0,0.15,0.01,0.16
1998.0,2,372,0.13,0.03,0.0,0.0,0.16
1999.0,8,101,0.13,0.03,0.0,0.0,0.16
2001.0,0,60,0.13,0.03,0.0,0.0,0.16
2001.0,10,275,0.0,0.0,0.12,0.04,0.16
2000.0,2,525,0.13,0.03,0.0,0.0,0.16
2000.0,6,325,0.13,0.03,0.0,0.0,0.16
1999.0,8,21,0.13,0.03,0.0,0.0,0.16
2000.0,11,359,0.13,0.03,0.0,0.0,0.16
1999.0,6,488,0.13,0.03,0.0,0.0,0.16
1998.0,0,525,0.13,0.03,0.0,0.0,0.16
1999.0,3,325,0.13,0.03,0.0,0.0,0.16
1996.0,9,144,0.0,0.0,0.12,0.04,0.16
2006.0,7,347,0.12,0.0,0.03,0.01,0.16
2009.0,5,525,0.0,0.15,0.0,0.01,0.16
2010.0,0,347,0.05,0.02,0.08,0.01,0.16
2006.0,3,485,0.0,0.0,0.16,0.0,0.16
2006.0,9,430,0.08,0.03,0.03,0.02,0.16
2014.0,6,525,0.0,0.15,0.0,0.01,0.16
2008.0,9,347,0.0,0.0,0.16,0.0,0.16
2003.0,2,545,0.08,0.06,0.0,0.02,0.16
2009.0,1,160,0.11,0.04,0.0,0.01,0.16
2006.0,7,347,0.0,0.0,0.16,0.0,0.16
2004.0,10,566,0.12,0.03,0.0,0.01,0.16
2007.0,8,545,0.14,0.01,0.0,0.01,0.16
2006.0,10,325,0.15,0.0,0.0,0.01,0.16
2010.0,9,488,0.15,0.0,0.0,0.01,0.16
2011.0,10,525,0.08,0.06,0.0,0.03,0.16
2008.0,10,525,0.14,0.01,0.0,0.01,0.16
2008.0,1,275,0.03,0.01,0.11,0.0,0.16
2013.0,9,160,0.0,0.1,0.02,0.04,0.16
2010.0,0,101,0.15,0.0,0.0,0.01,0.16
2011.0,0,456,0.06,0.05,0.02,0.03,0.16
2009.0,0,488,0.08,0.07,0.0,0.01,0.16
2004.0,1,347,0.08,0.06,0.0,0.02,0.16
2007.0,7,473,0.16,0.0,0.0,0.0,0.16
2011.0,8,138,0.07,0.07,0.0,0.02,0.16
1992.0,10,63,0.0,0.0,0.16,0.0,0.16
2010.0,10,525,0.1,0.05,0.0,0.01,0.16
2011.0,10,456,0.15,0.0,0.0,0.01,0.16
2007.0,3,530,0.15,0.0,0.0,0.01,0.16
2005.0,10,494,0.13,0.02,0.0,0.01,0.16
2009.0,3,109,0.14,0.01,0.0,0.01,0.16
2006.0,6,142,0.08,0.06,0.0,0.02,0.16
2006.0,2,53,0.14,0.0,0.0,0.01,0.16
1995.0,10,138,0.09,0.06,0.0,0.01,0.16
2008.0,0,122,0.15,0.0,0.0,0.01,0.16
2013.0,0,500,0.09,0.05,0.0,0.01,0.16
2000.0,10,456,0.09,0.06,0.0,0.01,0.16
2008.0,0,488,0.15,0.0,0.0,0.01,0.16
2012.0,3,525,0.13,0.02,0.0,0.01,0.16
2012.0,0,549,0.0,0.14,0.0,0.02,0.16
2014.0,2,446,0.05,0.0,0.09,0.01,0.16
2000.0,10,275,0.0,0.0,0.15,0.01,0.16
1998.0,1,238,0.0,0.0,0.16,0.0,0.16
2007.0,3,525,0.12,0.03,0.0,0.01,0.16
2010.0,11,275,0.11,0.02,0.02,0.01,0.16
2013.0,1,549,0.02,0.09,0.0,0.04,0.16
2001.0,6,275,0.09,0.03,0.04,0.0,0.16
1994.0,2,85,0.0,0.0,0.16,0.0,0.16
2008.0,10,325,0.11,0.03,0.0,0.02,0.16
2003.0,6,359,0.11,0.04,0.0,0.0,0.16
1999.0,6,463,0.0,0.0,0.15,0.01,0.16
2011.0,3,109,0.14,0.01,0.0,0.01,0.16
2001.0,5,347,0.0,0.0,0.15,0.0,0.16
2009.0,3,112,0.14,0.01,0.0,0.01,0.16
2012.0,0,488,0.07,0.07,0.0,0.01,0.16
2010.0,1,122,0.15,0.0,0.0,0.01,0.16
2011.0,3,138,0.1,0.04,0.0,0.01,0.16
2007.0,10,462,0.15,0.0,0.0,0.01,0.16
2009.0,10,446,0.0,0.0,0.16,0.0,0.16
2011.0,10,494,0.15,0.0,0.0,0.01,0.16
2010.0,8,88,0.0,0.13,0.0,0.03,0.16
2007.0,3,6,0.15,0.0,0.0,0.01,0.16
2011.0,3,488,0.04,0.09,0.0,0.03,0.16
2005.0,0,488,0.11,0.04,0.0,0.0,0.16
2012.0,7,362,0.04,0.03,0.08,0.01,0.16
2016.0,1,446,0.0,0.0,0.16,0.0,0.16
1998.0,3,480,0.0,0.0,0.15,0.01,0.16
2009.0,10,50,0.15,0.0,0.0,0.01,0.16
1996.0,10,138,0.09,0.06,0.0,0.01,0.16
2010.0,0,275,0.1,0.04,0.0,0.01,0.16
1996.0,2,17,0.01,0.01,0.13,0.01,0.16
2004.0,8,400,0.08,0.06,0.0,0.02,0.16
2007.0,5,430,0.13,0.0,0.01,0.01,0.16
2010.0,3,525,0.11,0.03,0.0,0.02,0.16
